股票代码,股票名称,所属行业,PE(动),总市值,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%),预告类型,预告日期,变动范围,score
603060,国检集团,工程建设,70.83,80.28,0.0712,4.2667,0.0867,2.0337,22000,1.0437,1.67,40.63,21.79,23.65,136.78,244.42,,,,18
600655,豫园商城,商业百货,34.28,164.1,0.137,7.5348,0.1689,0.5965,143732.2,4.2593,1.84,13.78,52.47,3.54,473.53,443.11,,,,18
2515,金字火腿,食品饮料,357.15,99.73,0.06,2.2675,0.0075,0.8872,61144.58,0.3304,2.51,49.67,12.24,79.97,182.2,326.24,,,,18
600196,复星医药,医药制造,23.41,679.4,0.32,9.4447,0.1666,3.1909,241447.45,4.0305,3.3,55.34,45.14,20.29,16.32,20.05,,,,18
2521,齐峰新材,造纸印刷,39.14,55.55,0.08,6.9599,-0.1381,4.0235,49468.58,1.7138,1.12,16.17,18.86,43.31,103.67,208.5,,,,18
2525,胜景山河,食品饮料,0,0,0.6268,14.9322,-0.7782,11.9266,5100,1.5625,0,52.34,49.35,32.01,45.22,49.53,,,,18
600685,中船防务,船舶制造,5313.16,467.9,0.013,7.334,-1.4488,4.8587,141350.64,0.8433,0.18,8.33,76.24,-5.91,1677.1,0,,,,18
300469,信息发展,软件服务,2672.04,46.77,-0.306,6.3826,-1.426,3.2844,6830,1.8351,-4.71,44.94,50.45,21.34,0,0,,,,18
603639,海利尔,化工行业,49.23,72,0.51,11.7868,-0.6993,6.1444,12000,4.2441,5.87,34.4,27.43,28.9,43.18,41.3,,,,18
425,徐工机械,机械行业,139.43,290.8,0.029,2.949,0.0987,0.4772,700772.77,1.3553,0.98,17.74,54.47,72.47,1809.98,0,,,,18
300443,金雷风电,机械行业,41.07,72.56,0.2134,6.3918,0.8443,2.8721,23805.68,2.2588,3.3,43.46,8.95,44.2,-2.06,-1.16,,,,18
600180,瑞茂通,煤炭采选,36.98,144.8,0.2643,4.8083,-0.7502,1.4967,101647.75,2.2364,5.64,10.81,71.45,128.42,87.8,90.31,,,,18
300439,美康生物,医疗行业,50.45,96.08,0.13,4.2701,-0.2292,1.6102,34762.7,1.7465,3.24,54.85,39.67,84.61,13.54,19.98,,,,18
603579,荣泰健康,专用设备,50.53,104.4,0.86,16.4511,0.5575,11.3858,7000,3.6903,5.69,39.62,34.44,30.28,10.72,10.72,,,,18
600529,山东药玻,玻璃陶瓷,32.81,56.83,0.21,10.2445,0.3297,3.9692,30355.5,4.4041,2.11,28.41,22.3,27.52,67.62,58.35,,,,18
2419,天虹商场,商业百货,23.68,124.1,0.28,6.9081,-0.8153,2.136,80020,3.2679,3.91,25.28,58.66,2.08,21.33,16.99,预升,2017/4/29,0%~50%,18
2088,鲁阳节能,玻璃陶瓷,52.51,44.76,0.0727,7.2692,0.1978,2.2992,23397.87,3.3727,1.01,29.49,21.2,14,130.77,152.75,,,,18
2090,金智科技,电子信息,50.52,55.16,0.1446,5.1244,-0.522,1.6413,23777.83,2.2137,2.85,23.46,63.36,52.74,61.42,77.56,,,,18
603313,梦百合,木业家具,48.19,91.18,0.28,7.2078,0.0993,3.7097,24000,2.2222,3.97,32.66,22.04,30.2,31.15,5.67,,,,18
300180,华峰超纤,塑胶制品,123.2,122.1,0.06,5.5972,-0.2605,3.1211,47500,1.3089,1,22.72,34.55,57.91,73.42,129.83,,,,18
2257,立立电子,-,0,0,1.1544,4.6641,1.1311,0.8626,7708,2.5322,26.62,42.6,49.77,25.42,56.18,50.91,,,,18
600809,山西汾酒,酿酒行业,43.57,262.1,0.5402,6.0407,-0.0652,0.2781,86584.83,4.1612,9.45,71.48,34.45,48.29,58.7,58.76,,,,18
300075,数字政通,软件服务,92.18,68.76,0.03,3.5595,-0.3085,1.3618,39562.17,1.2966,0.79,44.39,36.9,66.85,32.47,34.23,,,,18
300166,东方国信,软件服务,81.45,130.5,0.08,6.0913,-0.2152,3.7998,65637.82,1.3738,1.23,50.5,17.49,22.06,46.62,21.69,,,,18
2230,科大讯飞,软件服务,98.69,478.1,0.06,5.5167,-0.3646,3.336,132649.01,1.0969,1.03,48.68,28.14,35.29,4.69,12.39,,,,18
2223,鱼跃医疗,医疗行业,38.17,219.9,0.28,7.624,0.0042,3.6802,66831.8,2.6212,3.71,41.53,15.49,24.06,30.36,30.11,,,,18
333,美的集团,家电行业,12.93,2208,0.67,10.1356,1.084,2.1397,646567.74,6.5667,6.87,25.06,67.05,55.41,11.4,13.82,,,,18
55,方大集团,金属制品,16.98,118.5,0.09,3.0829,-0.0061,0.5923,78909.48,1.3745,2.83,31.2,63.75,22.26,205.38,178.26,,,,18
2193,山东如意,纺织服装,128.66,56.48,0.02,9.5119,-0.8969,6.2998,26171.56,1.9667,0.2,17.57,41.67,-2.24,93.99,0,预升,2017/4/29,4.62%~49.46%,18
300616,尚品宅配,木业家具,78.63,200.9,-0.57,20.0593,-1.365,12.8431,10800,5.9374,-5.74,44.22,35.23,27.65,0,0,,,,18
300112,万讯自控,仪器仪表,143.9,37.94,0.01,2.7213,0.0269,1.1923,26658.82,0.5424,0.46,51.61,18.86,2.18,245.22,292.66,,,,18
2144,宏达高科,医疗行业,38.18,39.24,0.12,9.5462,0.127,3.9511,17676.25,2.794,1.22,34.72,17.14,31.28,49.36,58.8,,,,18
2127,南极电商,纺织服装,97.39,187.4,0.02,1.0143,0.0042,0.3435,153825.95,0.3642,1.67,72.98,21.35,64.57,58.28,100.5,预增,2017/4/29,40%~78%,18
603355,莱克电气,家电行业,47.74,213.1,0.36,7.7873,-0.1166,1.9816,40100,4.3078,4.78,30.79,46.09,44.08,32.85,39.35,,,,18
2272,川润股份,机械行业,263.1,38.28,0.0076,2.7896,-0.0239,1.5194,41970,0.2139,0.27,21.36,28.27,25.82,336.72,0,,,,18
2080,中材科技,玻璃陶瓷,40.2,161.4,0.1698,9.9627,-0.1435,6.8523,80679.02,1.8364,1.7,27.59,59.31,33.09,82.11,155.3,,,,18
300523,辰安科技,软件服务,1226.54,82.36,-0.17,9.7725,-1.3507,5.8457,8000,2.7703,-1.68,62.83,27.95,-56.55,-566.33,-634.48,,,,18
600791,京能置业,房地产,101.11,36.96,0.0139,3.4101,0.0361,0.2918,45288,1.8985,0.41,55.59,59.14,54.96,383.99,358.55,,,,18
2413,雷科防务,电子信息,155.76,133.4,0.02,3.1889,-0.0795,1.7335,109317.91,0.4029,0.77,54.94,5.69,56.23,22.22,10.26,预升,2017/4/29,0%~50%,18
603199,九华旅游,旅游酒店,49.48,43.48,0.3363,8.9771,0.2585,3.0113,11068,4.4232,3.82,55.27,10.4,10.64,38.37,34.22,,,,18
603203,快克股份,专用设备,65.38,60.04,0.29,7.1313,0.2019,4.2129,9200,1.5847,4.13,58.62,11.37,35.91,36.57,37.43,,,,18
155,*ST川化,化肥行业,0,0,0.02,2.2673,-0.0493,2.7163,127000,-1.6349,0.89,1.94,4.59,1082.69,0,0,,,,18
2396,星网锐捷,通讯行业,44.35,104.2,-0.0345,5.3128,-1.1272,1.57,53911.12,2.4775,-0.65,34.8,27.2,11.62,0,0,预升,2017/4/28,30%~50%,18
600449,宁夏建材,水泥建材,118.45,68.28,-0.12,8.7139,0.4333,4.2529,47818.1,3.0651,-1.39,14.15,43.71,98.14,0,0,,,,18
2393,力生制药,医药制造,63.62,73.55,0.22,16.7522,-0.0673,9.2711,18245.5,4.505,1.34,57.99,13.68,20.68,-4.64,-0.6,,,,18
603228,景旺电子,电子元件,39.44,215.4,0.37,7.3839,0.4904,2.5651,40800,3.6748,5.15,32.56,34.2,33.01,46.41,46.1,,,,18
2371,北方华创,电子元件,148.64,138.1,0.0035,6.9733,-0.011,4.122,45800.44,1.7025,0.05,33.3,50.34,59.71,0,0,,,,18
603268,松发股份,玻璃陶瓷,110.62,43.26,0.08,6.5102,0.0169,2.7646,8800,2.5069,1.2,32.78,30.49,73.36,-23.55,-15.7,,,,18
300559,佳发安泰,软件服务,75.64,46.73,0.0246,8.1382,-0.0669,3.9508,7180,2.7093,0.3,43.13,7.14,13.94,-70.48,-105.17,,,,18
300570,太辰光,电子元件,68.4,69.1,0.1665,8.4903,0.1005,4.8102,12777.6,2.3389,1.98,35.96,10.23,30.8,37.97,36.47,,,,18
2324,普利特,塑胶制品,26.15,79.03,0.24,8.0979,-0.5682,2.1433,27000,4.2591,3.07,19.8,39.41,22.83,-27.09,-30.72,预升,2017/4/28,-25%~25%,18
603303,得邦照明,电子元件,0,0,0.23,9.5496,0.1696,4.49,24000,3.6887,3.14,16.96,31.75,50.43,34.66,45.96,,,,18
300579,数字认证,软件服务,240.32,57.76,-0.02,6.0403,-0.6866,3.0282,8000,1.7734,-0.41,63.96,33.58,19.26,0,0,,,,18
603515,欧普照明,电子元件,54.43,217,0.09,5.4887,-0.3125,1.8076,57947.91,2.3481,1.56,41.36,37.38,38.53,56.79,28.65,,,,18
600428,中远海特,港口水运,364.77,161.4,0.005,4.3617,0.0613,1.9945,214665.08,1.0906,0.12,13.48,55.14,17.85,1103.91,0,,,,18
300190,维尔利,环保工程,68.04,65.46,0.08,6.8545,-0.0232,4.8616,40812.09,0.9014,1.19,28.06,37.72,80.64,65.73,87.87,,,,18
601579,会稽山,酿酒行业,71.75,70.87,0.167,5.9994,-0.1836,3.4817,49736,1.3383,2.81,49.86,17.22,40.44,41.2,41.06,,,,18
600639,浦东金桥,房地产,31.75,200,0.1791,7.7883,-0.0077,1.5226,112241.29,3.082,2.31,76.31,49.67,38.76,102.83,124.52,,,,18
300269,联建光电,电子元件,34.57,139.3,0.1191,8.8549,-0.0623,6.476,61368.84,1.3214,1.36,33.08,27.82,90.33,28.82,42.33,,,,18
673,当代东方,文化传媒,59.33,107.3,0.0166,2.9338,-0.0236,1.8445,79333.5,0.0581,0.57,39.7,23.84,232.7,13.85,10.66,,,,18
603900,通灵珠宝,珠宝首饰,43.33,95.92,0.45,8.7769,0.0797,4.8915,24319.56,2.5961,5.3,55.94,15.4,22.26,30.46,24.7,,,,18
2831,裕同科技,造纸印刷,41.8,307.1,0.4056,11.0877,1.3421,3.3802,40001,6.2943,3.73,31.21,38.99,38.06,29.53,33.06,,,,18
782,美达股份,化纤行业,0,54.77,0.06,2.28,-0.2995,1.2085,52813.96,-0.0435,2.7,14.88,52.44,60.66,295.77,6560.26,,,,18
600523,贵航股份,汽车行业,38.96,67.49,0.11,7.3634,0.0984,3.2249,28879.38,2.462,1.56,21.25,37,26.98,86.45,119.15,,,,18
300339,润和软件,软件服务,85.28,108.3,0.1,9.9556,-0.5037,7.0733,35773.34,1.9185,1.05,36.65,27.03,21.18,46.2,70.51,,,,18
683,远兴能源,化工行业,171.76,115.5,0.04,2.1211,0.0818,0.4348,390077.3,0.6199,2.02,29.02,53.95,48.82,434.54,424.7,,,,18
603883,老百姓,医药制造,40.74,121,0.42,7.3548,0.7757,2.1027,26700,4.0649,5.94,36.45,58.87,30.08,43.33,49.21,,,,18
2680,长生生物,医药制造,45.46,160.9,0.09,3.7854,-0.0291,1.015,96939.04,1.7267,2.53,81.84,10.5,38.9,49.63,14.8,,,,18
778,新兴铸管,金属制品,65.97,199.7,0.0578,4.8227,0.0733,2.1773,399088.02,1.3879,1.28,6.61,59.61,7.33,489.74,0,,,,18
600598,北大荒,农牧饲渔,28.32,208.2,0.137,3.423,1.0577,1.3614,177767.99,0.3339,4.08,95.14,39.17,13.44,182.01,185.19,,,,18
603800,道森股份,专用设备,0,75.3,0.035,4.4087,-0.0818,2.3941,20800,0.8783,0.8,17.5,29.27,95.27,0,0,预盈,2017/4/28,0,18
688,建新矿业,有色金属,49.68,100.8,0.0764,1.6193,0.0289,0.166,113729.93,0.2839,4.85,60.31,7.72,38.67,761.16,759.62,,,,18
600566,济川药业,医药制造,28.87,269.7,0.359,4.0855,0.4187,1.8857,80962.4,1.5088,7.64,85.6,26.9,21.46,39.01,33.96,,,,18
596,古井贡酒,酿酒行业,33.85,262.9,0.81,11.8783,1.2883,2.5723,50360,7.7658,7.05,77.65,38.51,17.88,18.53,5.05,,,,18
2734,利民股份,农药兽药,59.55,55.16,0.31,9.9589,-0.6611,6.5777,16470.9,2.2852,3.14,27.57,21.72,35.29,74.25,149.68,,,,18
591,太阳能,电力行业,29.92,195.5,0.0548,8.319,-0.0078,5.8969,136686.27,1.4203,0.66,49.37,62.03,-20.32,158.69,145,,,,18
600260,凯乐科技,材料行业,91.96,138.4,0.12,4.5924,-0.1808,1.757,66674.76,1.4139,2.56,10.24,77.35,123.79,110.29,110.41,,,,18
603008,喜临门,木业家具,42.72,83.03,0.11,6.4952,-0.3353,3.5732,39425.78,1.7407,1.77,35.62,43.88,38.87,51.85,35.38,,,,18
600585,海螺水泥,水泥建材,13.23,1128,0.4063,14.8836,0.4149,2.0162,529930.26,11.2351,2.77,29.04,25.71,28.58,86.41,87.74,,,,18
603833,N欧派,木业家具,31.53,299.4,0.14,11.9111,-0.4499,6.3013,41509.11,4.3099,1.9,31,32.64,20.49,33.31,36.68,,,,18
723,美锦能源,煤炭采选,57.4,279,0.135,3.1509,0.0568,1.572,228107.34,0.524,4.4,26.04,42.66,181.36,0,0,,,,18
601996,丰林集团,木业家具,57.1,55.1,0.05,3.7471,-0.0663,1.5657,47909.2,1.1199,1.26,19.47,19.71,18.59,652.06,476886.16,,,,18
603822,嘉澳环保,化工行业,118.78,50.94,0.0599,8.4925,-0.1421,3.2934,7335,3.7342,0.69,14.08,43.14,93.04,-10.42,40.73,,,,18
2619,巨龙管业,水泥建材,78.16,128.4,0.07,4.3415,0.101,2.6969,80002.11,0.6243,1.6,75.4,12.39,28.48,92.75,103.06,,,,18
300279,和晶科技,电子信息,72.18,67.29,0.1946,10.2508,0.0946,8.019,16033.64,1.1704,1.92,26.46,41.08,50.28,54.52,51.96,,,,18
603906,龙蟠科技,化工行业,0,0,0.22,7.5649,0.1636,5.0387,20800,1.1914,4.54,33.62,28.67,44.17,69.54,57.18,,,,18
601233,桐昆股份,化纤行业,16.51,186.9,0.26,9.1699,-0.8623,4.4798,123193.63,3.3384,2.89,10.44,46.18,26.41,105.63,100.73,,,,18
2789,建艺集团,装修装饰,67.03,55.13,0.35,13.6577,-1.4627,7.5189,8120,4.4588,2.58,9.76,67.65,68.9,33.18,35.61,,,,18
600619,海立股份,机械行业,145.28,105.9,0.05,4.6781,-0.6799,2.4238,86631.07,0.9173,1.18,12.92,60.08,45.77,198.59,337.12,,,,18
300284,苏交科,工程建设,32.95,106.1,0.1008,5.5238,-0.5166,1.9861,56092.81,2.2537,1.85,25.78,61.78,112.52,3.62,-1.19,,,,18
601966,玲珑轮胎,汽车行业,30.81,319,0.21,6.8762,-0.2379,2.2212,120000,3.2278,3.14,23,56.88,51.19,-6.67,-5.84,,,,18
603768,常青股份,汽车行业,39.1,58.02,0.2305,7.6727,-0.3128,3.9051,20400,2.5303,4.62,21.52,33.57,53.09,-13.14,-13.18,,,,18
2381,双箭股份,塑胶制品,62.57,50.05,0.02,3.806,0.0925,1.5472,42850,1.0544,0.58,20.44,28.45,30.84,-37.9,-30.39,预升,2017/4/28,20%~50%,17
420,吉林化纤,化纤行业,268.66,80.01,0.0172,1.3879,0.0032,0.7051,197070.67,-0.4139,1.24,11.54,42.29,71.3,1219.6,1225.08,,,,17
600888,新疆众和,电子信息,146.37,64.25,0.053,5.1411,-1.3109,3.0991,64122.59,0.7516,1.04,15,64.38,-33.93,248.27,0,,,,17
600567,山鹰纸业,造纸印刷,58.2,160.7,0.1,1.9365,-0.1114,0.9432,455125.33,0.2444,5.04,25.33,58.54,37.32,615.46,953.37,,,,17
2075,沙钢股份,钢铁行业,161.7,355.7,0.048,1.2932,0.1933,-0.2758,220677.18,0.4459,3.81,12.16,39.9,103.58,2555.79,3743.6,,,,17
300573,兴齐眼药,医药制造,72.83,44.06,0.11,6.6224,0.172,2.8739,8000,2.4508,1.62,78.41,20.5,10.31,13.95,11.83,,,,17
600282,南钢股份,钢铁行业,41.44,146.6,0.1385,1.7951,0.053,0.1084,396207.25,0.5009,7.81,12.71,70.79,77.17,4830.37,1570.74,,,,17
300630,N普利,医药制造,0,0,0.11,5.2694,0.0078,3.258,12211.76,0.8394,3.33,76.4,16.98,34.04,25.43,17.12,,,,17
300323,华灿光电,电子元件,39.16,104.6,0.1,4.2461,0.0387,2.5961,83568.41,0.6127,2.31,33.24,56.69,110.71,0,0,,,,17
415,渤海金控,多元金融,23,441.6,0.0648,5.0601,0.4728,2.7885,618452.13,0.9727,1.28,28.78,86.62,78.06,86.1,45.24,,,,17
603300,华铁科技,多元金融,138.15,64.41,0.06,2.823,-1.5271,0.8539,40534,0.894,2.02,67.03,26.65,103.01,33.21,37.73,,,,17
300566,激智科技,电子元件,102.52,60.46,0.14,8.5096,-0.3704,5.2092,8292.2,2.0919,1.83,30.97,49.19,26.84,37.09,71.57,,,,17
2131,利欧股份,电子信息,41.35,240.2,0.09,4.6884,-0.2155,2.8586,160669.85,0.9144,2.01,18.09,32.76,51.5,12.14,25.57,预升,2017/4/29,10%~40%,17
639,西王食品,食品饮料,67.45,104.6,0.15,4.3987,-0.4466,1.4207,45453.05,1.7509,3.47,37.2,56.29,136.88,25.31,25.08,,,,17
603990,麦迪科技,软件服务,105.12,47.52,-0.04,4.8975,-0.4178,1.8663,8000,1.8511,-0.8,79.54,32.23,13.38,0,0,,,,17
600093,禾嘉股份,交运物流,26.72,158.4,0.171,5.6609,-0.148,3.5983,112244.75,0.9747,3.06,7.08,43.59,3.2,104.27,279.41,预增,2017/4/28,0,17
600079,人福医药,医药制造,32.25,267.9,0.14,6.8063,-0.2547,3.0446,128604.91,2.6032,1.8,39.15,55.53,24.16,32.64,38.65,,,,17
2720,宏良股份,纺织服装,0,0,0.4069,5.9354,-0.8748,2.69,23611.94,1.991,9.25,34.18,54.92,-15.72,148.73,169.01,,,,17
96,广聚能源,石油行业,61.82,86.33,0.0709,4.3934,0.0293,0.6654,52800,2.0575,1.63,18.22,5.31,1.64,362.54,465.88,,,,17
300053,欧比特,安防设备,167.42,81.2,0.0348,3.1775,-0.1202,1.6692,62318.01,0.4632,1.1,43.41,17.6,74.78,114.02,112.21,,,,17
603339,四方冷链,机械行业,67.13,73.62,0.1912,6.6842,0.1665,2.5565,21024.63,2.9731,3.02,32.36,16.89,33.38,43.02,35.27,,,,17
300049,福瑞股份,医药制造,76.05,54.12,0.03,5.6018,-0.0111,3.0444,26324.61,1.3318,0.58,73.78,23.58,24.89,5.55,11.11,,,,17
300327,中颖电子,电子元件,87.13,77.97,0.1407,3.804,0.2174,1.8386,19017.65,0.8559,3.74,43.43,13.7,43.42,82.17,82.13,,,,17
2035,华帝股份,家电行业,44.9,120.5,0.21,4.9908,-0.2153,1.198,36360.13,2.3981,4.35,40.8,48.36,31.99,60.88,46.03,,,,17
300547,川环科技,塑胶制品,75.35,54.69,0.3718,10.5915,-0.0605,5.3551,5977.92,3.7364,3.57,32.33,28.12,24.25,25.29,20.44,,,,17
2376,新北洋,电子信息,47.18,87.15,0.1,3.9253,0.1057,1.0358,63149.01,1.5556,2.6,46.89,29.34,21.48,100.11,105.62,,,,17
300552,万集科技,软件服务,92.23,63.96,0,6.9761,-0.8505,3.2253,10670,2.4585,0.06,41.85,24.19,-37.03,-98,-98.57,,,,17
300632,光莆股份,电子元件,0,0,0.1316,5.6195,0.1109,2.9121,11580,1.3611,3.93,31.54,27.95,43.83,72.52,84.81,,,,17
707,双环科技,化工行业,0,38.52,0.0693,1.9591,0.3238,1.5806,46414.58,-1.2408,3.55,23.31,91.16,13.27,540.23,2605.64,,,,17
2773,康弘药业,医药制造,76.29,315.9,0.2268,4.5446,0.1037,0.952,67495.41,2.4996,5.09,90.07,23.03,22.62,48.65,48.19,,,,17
601225,陕西煤业,煤炭采选,44.43,608,0.27,3.74,0.3319,0.7389,1000000,1.706,7.45,55.72,50.8,110.22,0,0,,,,17
2265,西仪股份,机械行业,1240.18,86.97,0.0259,2.9932,0.0971,1.7964,31856.62,0.1164,0.99,19.38,36.33,71.67,226.9,0,,,,17
603385,惠达卫浴,装修装饰,0,0,0.14,9.8749,0.3045,3.5287,28415.11,4.969,1.76,22.5,29.2,26.75,45.97,145.01,,,,17
600378,天科股份,化工行业,159.83,43.33,0.013,2.5246,-0.064,0.5151,29719.33,0.8044,0.53,23.6,23.4,14.23,298.41,740.36,,,,17
2771,真视通,软件服务,101.31,57.24,0.16,7.5348,-1.6454,3.4259,8064.65,2.9275,2.15,25.76,31.72,26.25,6.74,7.63,,,,17
2770,科迪乳业,食品饮料,68.1,62.58,0.04,2.7299,0.1508,0.911,57624.62,0.7333,1.21,26.91,42.57,57.16,38.51,30.55,预增,2017/4/29,40%~60%,17
2766,索菱股份,通讯行业,84.04,68.01,0.0991,9.3811,-0.3331,6.3186,21087.7,1.8228,2.04,30.19,51.87,35.25,34.17,29.33,,,,17
600028,中国石化,石油行业,14.84,6889,0.137,6.0181,0.1097,0.9872,12107120.96,2.4101,2.31,19.9,42.28,40.6,168.71,160.98,,,,17
300602,飞荣达,电子元件,72.4,73.18,0.18,8.9004,0.3392,3.5217,10000,4.0733,2.08,23.41,26.88,31.66,-34.54,-37.56,,,,17
2763,汇洁股份,纺织服装,32.32,69.55,0.46,7.9799,0.6813,3.7134,21600,2.9284,5.99,69.07,14.56,-3.48,37.76,33.09,,,,17
600420,现代制药,医药制造,38.37,183,0.2874,10.5605,-0.0039,5.4338,55522.95,3.8522,2.76,39.41,52.68,9.14,55.08,57.83,,,,17
2101,广东鸿图,汽车行业,36.12,56.92,0.158,14.4048,-0.0048,11.0131,35258.59,1.9426,2.56,25.05,43.64,32.71,72.04,87.19,,,,17
300596,利安隆,化工行业,60.01,58.78,0.2771,6.8087,0.0787,3.3557,12000,2.2247,4.32,27.47,29.9,46.62,21.72,24.76,,,,17
627,天茂集团,化工行业,28.54,320.7,0.03,3.2418,2.1122,1.5516,425919.46,0.4773,0.8,0,83.92,851.65,-86.14,-64.78,,,,17
603429,集友股份,造纸印刷,135.57,60.21,0.32,6.6568,0.1858,3.9927,6800,1.5603,5.45,55.82,19.5,10.68,57.54,9.12,,,,17
662,天夏智慧,安防设备,85.97,156.7,0.1014,6.0561,-0.2116,4.5524,84084.44,0.4263,1.69,51.78,10.27,102,0,0,,,,17
601689,拓普集团,汽车行业,37.57,212.3,0.27,5.4601,0.129,2.2414,64910,1.8874,4.99,30.12,33.7,47.72,37.34,55.91,,,,17
2742,三圣股份,水泥建材,44.81,52.83,0.12,6.0042,0.0491,2.1684,21600,2.4984,1.92,26.13,50.36,4.79,0.62,-10.02,预升,2017/4/29,5%~15%,17
601799,星宇股份,汽车行业,33.49,107.4,0.3592,13.9444,0.5115,9.63,27615.52,2.6628,2.61,21.05,32.28,39.75,31.86,31.06,,,,17
623,吉林敖东,医药制造,16.1,275.1,0.47,21.4987,0.013,4.5485,89443.84,13.6541,2.21,67.75,7.27,-11.73,15.12,7.15,,,,17
300588,熙菱信息,电子信息,204.31,52.11,0.0147,3.0486,-0.3153,0.9429,10000,1.0295,0.08,20.2,52.28,183.47,0,0,,,,17
601231,环旭电子,电子元件,32.12,258.7,0.13,3.6246,0.3314,0.7366,217592.36,1.7363,3.72,11.44,44.95,31.99,239.72,226.75,,,,17
600801,华新水泥,水泥建材,35.65,161.1,0.06,6.7339,0.2155,1.6759,149757.13,3.6666,0.95,21.47,62,61.17,0,0,,,,17
300136,信维通信,通讯行业,70.61,326.1,0.2078,2.1737,0.2583,0.3707,98283.46,0.9633,9.25,29.69,37.96,102.1,179.58,93.69,,,,17
603888,新华网,电子信息,82.4,176.7,0.1,11.7544,-0.2241,7.9719,20761.17,2.2574,0.88,50.64,25.99,22.28,9.3,1.73,,,,17
300625,三雄极光,电子元件,55.92,137.9,0.1107,7.225,-0.1572,4.3011,28000,1.6248,3.12,35.42,21.79,31.86,35.84,46.5,,,,17
300113,顺网科技,软件服务,35.74,186.2,0.19,3.7771,0.0831,0.9177,68702.63,1.6085,5.21,80.53,21.62,12.81,42.3,26.84,,,,17
2153,石基信息,软件服务,68.12,240.3,0.06,4.7237,-0.0374,1.5339,106678.88,2.1485,1.26,45.39,17.39,28.39,8.45,12.19,,,,17
2818,富森美,商业百货,43.39,249.9,0.36,9.0226,0.4564,2.3595,44000,5.3981,4.08,71.2,19.54,-3.57,7.48,6.68,,,,17
300581,晨曦航空,航天航空,203.54,58.76,0.083,11.5036,-0.9334,5.9484,4520,3.9055,0.72,49.97,20.41,18.67,-2.56,-14.79,,,,17
600884,杉杉股份,纺织服装,49.61,177.3,0.074,7.5125,-0.3,2.6137,112276.5,1.9966,1.01,26.96,41.85,36.87,90.58,90.04,,,,17
300311,任子行,软件服务,80.47,75.27,0.02,2.561,-0.1646,1.1261,44833.13,0.6408,0.85,39.52,42.21,115.43,16.46,17.95,,,,17
2283,天润曲轴,机械行业,43.36,84.24,0.0515,3.2285,-0.0741,1.1838,112472.79,0.9464,1.61,27.68,29.39,61.02,145.92,198.32,,,,17
2717,岭南园林,园林工程,39.63,103.3,0.12,6.555,-0.559,3.4634,41403.79,1.9138,1.78,31.55,46.7,28.37,68.12,65,,,,17
300210,森远股份,机械行业,71.38,48.45,0.08,4.7122,0.218,1.5194,26901.11,2.0305,1.73,45.28,43.26,44.25,-5.05,-8.89,,,,17
603167,渤海轮渡,港口水运,18.09,54.4,0.31,6.5329,0.3554,2.2073,48140,2.8299,4.88,34.91,18.83,40.49,18.82,80.61,,,,17
2708,光洋股份,汽车行业,90.44,60.28,0.0344,3.2636,0.0195,1.6068,46947,0.5945,1.06,26.71,33.22,163.12,13.75,3.36,,,,17
603589,口子窖,酿酒行业,21.65,205.7,0.55,7.6135,0.33,1.6281,60000,4.5416,7.42,72.8,22.9,16.33,20.8,19.71,,,,17
603716,塞力斯,医疗行业,92.36,63.65,0.29,16.6604,-0.2826,9.6366,5094,5.6083,1.72,32.05,20.39,17.76,32.86,11.99,,,,17
601127,小康股份,汽车行业,44.88,230.4,0.23,4.241,0.5842,1.216,89250,1.8256,5.11,20.89,77.21,84.01,70.82,126.42,,,,17
300366,创意信息,电子信息,256.74,98.28,0.1069,10.804,-0.3304,8.2684,26284.58,1.3793,1,37.31,18.14,60.42,0,0,,,,17
300348,长亮科技,软件服务,90.24,70.08,0.003,3.3024,-0.3324,1.5558,29937.48,0.7645,0.1,42.02,24.65,52.39,-91.04,-97.83,,,,17
2827,高争民爆,化工行业,61.38,66.06,0.06,4.1424,0.0422,1.9988,18400,0.9231,1.54,47.52,13.55,79.86,70.48,78.52,,,,17
600141,兴发集团,化工行业,73.76,75.25,0.035,9.6046,0.3299,5.5765,51223.73,2.5114,0.53,13.63,69.33,27.58,109.33,230.69,,,,17
300485,赛升药业,医药制造,37.11,99.67,0.19,8.9244,-0.0033,4.2937,24000,3.2726,2.12,63.66,3.78,-20.95,-23.04,-23.68,,,,17
766,通化金马,医药制造,97.89,175.1,0.0617,4.3276,-0.0525,3.7687,96649.47,-0.5536,1.42,71.49,20.45,52.81,17.4,13.72,,,,17
2564,天沃科技,机械行业,0,80.27,0.044,3.4231,-0.9204,1.9066,73576.2,0.4022,1.3,7.23,84.65,803.86,0,0,,,,17
600963,岳阳林纸,造纸印刷,333.32,94.09,0.014,5.0497,0.4325,3.8836,104315.91,0.0135,0.28,21.37,63.21,19.52,209.36,0,,,,17
603630,拉芳家化,化工行业,81.69,122.1,0.26,9.3314,0.11,5.0063,17440,3.0188,3.97,60.64,10.31,1.7,14.36,14.75,,,,17
2675,东诚药业,医药制造,76.83,100.6,0.0444,3.9464,-0.077,2.0831,70360.3,0.695,1.12,51.33,26.04,37.72,86.42,90.03,,,,17
