股票代码,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%)
600797,0.17,2.3836,-0.1931,0.4387,91404.33,0.8173,7.1,22.62,46.3,-33.26,725.62,0.0
600798,0.0857,2.6322,0.4725,1.1333,103085.09,0.2806,3.31,30.41,49.65,8.08,450.7,673.77
600800,-0.0672,0.0783,-0.1234,0.221,61127.1,-1.2173,-66.41,19.77,96.93,10.56,0.0,0.0
600801,0.3,6.674,2.0674,1.6759,149757.13,3.6032,4.61,26.28,58.53,1.92,339.82,672.99
600802,-0.114,1.817,-0.2726,0.5601,38187.37,-0.785,-6.07,7.3,70.88,69.06,0.0,0.0
600803,0.53,4.6096,0.9927,-0.176,98578.5,3.6269,11.65,26.7,71.37,13.01,-35.62,-74.13
600804,0.55,4.4898,2.9271,1.5604,141406.18,1.775,12.98,57.44,68.85,11.66,6.98,8.25
600805,0.13,7.712,-0.163,0.4491,85089.45,5.2499,1.72,12.25,28.08,-12.21,-15.15,35.6
600806,-0.39,0.7874,-0.1406,0.0372,53108.11,-0.4703,-35.89,3.62,80.78,-0.58,0.0,0.0
600807,0.1,2.2461,-2.1093,1.2588,88463.47,0.0426,4.84,30.35,76.79,116.88,0.97,-5.65
600808,0.1596,2.5665,0.5999,1.0842,770068.12,-0.0247,6.43,11.84,66.67,7.02,0.0,0.0
600809,0.5211,5.3182,0.6677,0.2781,86584.83,3.4432,10.51,67.72,33.16,10.57,23.52,23.96
600810,0.1685,5.5678,1.2038,4.0681,44228.0,-0.0389,3.08,7.76,68.44,29.78,773.64,1019.35
600811,0.2309,6.7639,-1.1512,3.3632,285736.62,1.6761,3.53,1.06,51.33,-20.54,6.93,-24.64
600812,0.008,3.2722,0.0055,2.1345,163080.47,0.0018,0.25,20.76,68.91,0.53,-2.81,-84.63
600814,0.27,3.1058,0.6546,0.02,71502.68,1.7836,9.42,22.6,39.47,-2.32,-13.47,-19.01
600815,-0.55,2.6597,0.2316,2.108,95897.0,-0.7313,-18.66,7.36,73.64,4.85,0.0,0.0
600816,0.2238,2.9641,0.3117,0.8804,455761.49,0.8364,7.17,0.0,30.4,60.35,67.73,67.67
600817,0.02,0.6096,-0.3738,1.3193,16091.01,-1.7608,3.43,65.74,24.38,-55.25,0.0,0.0
600818,0.28,1.8351,0.4969,0.0453,32144.79,0.4332,16.76,11.67,36.49,3.77,74.02,0.0
600819,0.24,3.2317,0.4705,1.2012,93491.61,0.5175,7.55,20.32,51.73,7.11,0.0,0.0
600820,0.53,5.6628,1.2589,2.1732,314409.61,2.1049,9.59,11.85,72.77,7.56,11.64,14.48
600821,0.01,1.4575,-0.2,0.4292,41626.82,-0.2053,0.5,24.52,68.05,-48.16,-34.1,-27.16
600822,0.03,1.0688,-0.4404,3.3889,49597.29,-3.6697,3.65,2.1,71.65,-71.2,0.0,0.0
600823,0.79,7.3914,0.4236,0.6739,267940.59,4.1234,8.77,35.84,62.71,-12.22,4.17,83.24
600824,0.143,1.9424,0.2524,0.1484,105402.71,0.6049,7.54,23.73,25.76,-8.96,-21.85,-6.58
600825,0.05,2.4786,0.2769,0.5313,104488.79,0.779,1.88,33.46,34.22,-3.06,-16.24,0.0
600826,2.0,9.1621,-0.6518,0.3293,42064.23,3.9213,23.75,5.66,21.97,8.25,64.49,46.8
600827,0.43,9.2293,0.6016,1.6366,178416.81,3.9992,4.71,22.22,55.1,-3.96,-37.77,-11.75
600828,0.1147,2.3781,0.0349,0.18,173198.25,0.4662,4.96,25.88,69.96,75.53,12.96,229.45
600829,0.1139,1.9555,0.1505,0.0,57988.86,0.9072,4.3,10.64,69.22,-9.81,3.51,2.76
600830,0.238,4.4365,-0.6024,1.1545,45432.27,2.0374,5.39,10.4,33.11,16.82,-23.76,67.24
600831,0.2309,4.6317,1.0806,1.9064,60496.77,1.5534,5.98,33.31,56.25,8.77,0.03,0.49
600833,0.21,3.2677,0.163,0.2922,22308.63,0.684,6.12,15.68,37.91,1.88,11.82,18.22
600834,0.1088,3.0026,0.3976,0.167,47738.19,1.3971,3.65,6.56,38.81,-2.35,-24.68,-25.36
600835,0.23,9.2522,-0.2711,1.995,102273.93,4.8357,2.56,21.56,63.44,0.51,8.95,8.51
600836,-0.017,1.2977,0.5416,0.1512,66275.31,0.1381,-1.26,16.36,73.15,12.33,-160.17,-273.1
600837,0.7,9.5751,-4.3626,4.8983,1150170.0,2.2894,7.39,0.0,78.26,-26.45,-49.22,-51.24
600838,0.4028,3.0617,-0.0293,0.4582,40088.2,0.8021,13.21,54.0,14.99,-20.35,120.64,6.77
600839,0.113,2.7319,0.4968,0.8468,461624.42,0.8837,4.22,14.85,67.79,5.53,0.0,0.0
600841,0.11,4.0743,0.0616,1.2971,86668.98,1.1666,2.8,15.32,38.02,17.66,5.3,8.55
600843,0.2629,3.4932,0.1806,1.7711,54858.96,0.9019,7.81,26.18,37.02,19.27,-8.38,-12.26
600844,-0.1312,1.8821,0.2822,1.7316,101652.42,-0.9048,-0.13,10.19,33.94,-35.92,0.0,0.0
600845,0.106,5.2731,0.399,1.7388,78324.92,2.2452,1.98,27.01,37.06,11.43,8.45,26.85
600846,0.29,3.0556,2.3271,0.3587,62476.15,1.469,9.86,19.15,68.67,-3.35,13.33,16.43
600847,-0.009,4.6191,-0.4291,4.2265,15328.74,-0.6074,-0.2,12.96,14.38,-0.59,-114.44,-374.32
600848,0.3602,6.9316,-0.1395,5.1662,111991.93,0.6093,9.13,56.87,51.03,12.1,20.19,19.93
600850,0.1802,4.6724,-0.8361,-0.0222,42079.96,3.5728,3.98,18.11,56.69,11.38,21.65,26.23
600851,0.0745,3.4357,-0.0164,0.3607,120705.67,0.2032,2.06,23.97,20.06,-3.8,-42.85,-38.63
600853,0.0546,1.5349,-2.6418,0.2007,53680.77,0.3268,3.5,6.12,91.17,6.29,16.36,44.44
600854,0.0704,3.7704,-0.0065,2.9522,51945.85,-1.1843,1.89,7.61,18.13,-18.85,0.0,0.0
600855,0.1741,2.661,0.268,0.7864,33161.74,0.8018,6.58,22.08,43.54,28.93,97.29,411.2
600856,0.38,2.0393,0.3064,0.6126,113433.12,0.8668,20.8,27.14,68.27,83.7,53.03,60.47
600857,0.046,2.8815,-0.2313,0.2901,22431.99,1.304,1.6,14.06,19.0,-2.44,-20.79,-4.4
600858,0.0424,5.7275,0.2549,1.8565,52006.66,2.6935,0.74,19.08,73.02,-11.97,-78.72,-88.61
600859,0.891,13.3676,1.2629,7.511,77625.04,2.935,7.1,21.38,40.01,2.7,-13.07,-38.12
600860,-0.35,1.3393,-0.0309,1.6204,42200.0,-1.3949,-23.31,11.02,47.46,-17.38,0.0,0.0
600861,0.2801,7.4286,2.6911,2.7043,31680.49,1.7461,3.81,31.37,46.27,-4.82,-17.9,-10.06
600862,0.047,2.4955,0.0398,1.0371,139304.91,0.2322,1.88,26.72,56.2,163.87,0.0,0.0
600863,0.09,1.8109,0.3224,0.1428,580774.5,0.4292,5.22,17.3,63.86,-21.78,-41.33,-42.06
600864,0.05,6.5011,-1.0291,3.5548,210851.38,0.9711,0.78,21.15,59.77,-1.88,40.6,39.89
600865,0.25,4.5386,0.3788,0.6205,37624.03,1.9532,6.04,26.21,17.53,-2.92,-34.27,-45.12
600866,0.0377,1.6616,0.0638,1.1793,64539.35,-0.7855,2.29,20.43,37.3,-6.84,0.0,0.0
600867,0.46,2.7703,0.5104,0.8453,142193.35,0.6627,20.78,75.89,15.61,22.23,30.02,34.93
600868,0.0359,1.1598,0.103,0.2236,189814.87,-0.0894,3.15,64.81,10.18,46.27,245.03,0.0
600869,0.1335,2.5347,-0.0221,0.9385,221935.27,0.5194,6.05,17.49,59.79,4.75,13.66,29.13
600870,-0.0098,0.0284,-0.0083,4.3659,52319.97,-5.477,-29.75,3.2,71.74,83.86,-136.47,-276.25
600871,-1.139,0.597,-0.2763,0.6291,1414266.1,-1.0587,-97.19,-24.68,88.67,-28.87,-65933.66,0.0
600872,0.1446,3.6584,0.2146,0.3541,79663.72,2.0513,4.07,39.63,35.62,30.9,74.47,76.66
600873,0.11,2.726,0.0983,0.7215,310822.66,0.8878,3.7,28.85,42.62,3.63,53.98,41.52
600874,0.31,3.3242,0.2828,0.2796,142722.84,1.7328,9.71,41.29,52.98,1.26,34.08,36.87
600875,-0.76,9.048,3.8363,3.7778,233690.04,3.9341,-8.07,12.04,73.93,-7.59,-506.38,-726.77
600876,0.0219,0.9934,0.058,2.7965,52676.69,-2.9007,2.42,12.34,61.44,-40.79,0.0,0.0
600877,-0.1793,-0.1888,-0.3061,0.142,68728.2,-2.1538,0.0,4.67,105.56,-40.2,0.0,0.0
600879,0.3518,7.9766,-0.2061,4.5125,135963.56,2.3283,5.93,17.28,54.97,4.94,25.3,59.98
600880,0.06,3.3095,0.1323,0.7378,109333.21,1.2535,1.67,34.49,11.51,-18.97,-19.46,-191.6
600881,0.05,4.4714,0.8217,2.3625,259994.57,0.8558,1.01,24.62,71.96,-7.4,129.16,311.6
600882,0.08,2.9053,0.2253,4.0697,39923.8,-2.341,1.68,26.75,46.57,41.76,0.0,0.0
600883,0.0946,2.7712,-0.1823,0.0229,23608.8,1.1166,3.41,-16.07,7.0,4.69,-81.22,-94.87
600884,0.404,7.2521,-0.5148,2.6137,112276.5,1.9223,4.17,24.95,40.74,11.09,-52.24,22.31
600885,1.09,6.384,0.9356,1.247,53197.25,3.5305,18.13,39.52,30.2,19.66,23.18,26.49
600886,0.5771,4.2264,2.8097,0.9536,678602.33,2.1033,14.17,48.41,72.1,-6.42,-27.84,-22.82
600887,0.9314,3.8328,2.1134,0.4408,607900.01,2.0222,26.58,37.94,40.82,0.41,22.24,12.66
600888,0.0613,5.0778,0.0868,3.0894,64122.59,0.6986,1.21,8.65,66.15,-27.28,59.26,0.0
600889,0.068,4.8847,-0.3555,0.7406,30706.93,2.4321,1.41,16.99,32.12,4.46,213.65,228.81
600890,-0.034,0.5317,-0.0405,0.0351,57919.49,-0.65,-6.27,-92.87,11.51,-2.66,0.0,0.0
600891,0.32,4.6891,-1.6109,2.4289,61758.58,1.121,6.97,12.06,31.16,11.19,49.5,48.55
600892,0.46,11.3022,0.5436,11.2666,13986.6,-1.0259,4.12,79.44,34.38,2530.42,0.0,0.0
600893,0.46,8.0114,-0.9873,5.0606,194871.88,1.8178,5.82,19.51,61.74,-5.38,-13.8,17.77
600894,0.9804,7.7745,0.3739,2.8347,85994.69,3.3808,11.77,23.11,26.43,-8.36,-57.91,-5.9
600895,0.47,5.3285,0.2883,1.7024,154868.96,1.9615,9.18,38.84,55.48,-13.7,50.87,28.61
600896,-0.5286,2.7805,-0.1908,2.1495,86909.91,-0.5319,-23.53,8.66,38.12,-10.29,-2002.9,0.0
600897,1.0888,10.8336,1.3862,0.6077,29781.0,7.8132,10.37,43.59,18.23,5.77,9.87,7.66
600898,0.0641,1.4735,0.067,0.1785,25252.38,0.1784,4.39,13.29,83.21,30.71,-30.82,6.68
600900,0.8355,5.6338,1.2601,1.997,2200000.0,1.6884,12.57,62.45,58.89,4.78,-0.61,0.5
600908,0.13,4.8299,2.2774,0.5275,184811.48,0.2658,2.69,0.0,93.04,13.53,10.46,8.81
600909,0.21,3.2707,-2.1691,1.4113,362100.0,0.4832,8.49,0.0,65.11,-54.55,-67.72,-67.91
600917,0.24,2.3297,0.5009,0.648,155600.0,0.5192,10.45,15.54,50.56,-7.38,-0.98,-5.91
600919,0.98,7.1606,7.1565,1.3925,1154445.0,1.9818,14.47,0.0,94.73,11.81,11.72,11.57
600926,1.68,14.7325,31.7993,4.3476,261744.92,4.8313,11.83,0.0,94.65,10.71,8.54,9.37
600936,0.04,2.1048,0.0019,0.65,167102.62,0.3337,1.79,25.91,46.46,-8.83,-44.98,-52.72
600939,0.1624,2.65,-0.3503,0.6331,181450.0,0.8205,6.92,5.86,92.91,-6.25,-62.26,18.42
600958,0.41,6.5133,-3.3771,2.9006,621545.2,1.1442,6.25,0.0,80.73,-55.45,-68.41,-70.16
600959,0.23,3.3375,0.6524,1.6631,388452.98,0.5214,6.98,35.92,31.36,16.31,12.89,9.64
600960,0.0394,5.9915,0.5427,4.3472,95051.55,0.5617,1.82,25.01,35.84,19.59,46.56,342.51
600961,0.06,0.3039,0.1215,1.6442,52745.79,-2.4982,22.26,5.79,97.26,-9.94,0.0,0.0
600962,0.0034,3.1223,0.5582,2.0091,26221.0,-0.0397,0.11,19.96,43.89,-12.19,-97.19,0.0
600963,0.03,5.0355,0.8982,3.8836,104315.91,-0.0007,0.54,16.79,63.08,-19.07,0.0,0.0
600965,0.23,2.1429,0.259,0.3636,81870.1,0.7043,10.93,39.95,32.53,2.02,11.04,48.55
600966,0.1475,3.2293,0.2479,0.9859,133684.43,1.0961,4.67,24.5,62.54,31.98,1768.01,1972.01
600967,0.2939,4.2877,0.4168,2.3039,168963.18,0.9184,8.52,12.4,48.11,0.23,35.86,-92.89
600969,0.3791,12.2607,1.4785,9.1255,26432.18,1.8626,3.2,16.92,67.95,5.0,-5.76,6.54
600970,0.09,3.993,0.076,0.5882,175425.79,2.1622,2.16,14.85,74.24,-8.53,15.94,26.23
600971,0.04,5.6678,1.9382,2.1043,100000.41,1.6484,0.63,32.14,57.24,16.62,0.0,0.0
600973,0.298,3.9787,1.7728,1.7231,90526.85,1.1152,11.03,8.33,64.44,16.46,65.52,36.82
600975,0.31,1.9288,0.1459,0.4265,65267.56,0.4297,17.62,22.07,29.52,26.13,2212.43,3463.96
600976,0.42,6.6113,0.7421,1.9677,15339.86,2.6877,6.48,24.1,42.95,3.61,-24.38,-20.92
600977,0.476,5.1268,0.1818,2.2627,186700.0,1.6855,12.34,20.56,28.13,10.42,3.31,4.14
600978,0.48,4.9941,0.8618,1.6584,148287.0,2.0454,9.91,36.09,53.56,24.14,15.18,14.0
600979,0.1992,3.4089,0.3772,1.9335,94789.21,0.4229,5.82,33.83,55.84,9.49,20.05,33.66
600980,0.2428,3.4135,-0.4106,1.7973,15220.99,0.3931,7.38,30.35,32.85,-3.46,-2.08,880.71
600981,0.25,3.6233,0.3567,0.3759,224243.32,0.4581,7.12,4.98,72.74,-29.61,-23.56,-212.11
600982,0.0693,3.257,-0.2322,1.4045,74693.0,0.6042,2.13,16.36,24.61,-2.95,-37.08,8.18
600983,0.49,5.6693,1.3845,1.616,76643.9,2.658,7.53,29.7,53.26,2.4,-15.52,-48.59
600984,0.1107,4.996,-0.0683,4.3783,63676.42,-0.4213,2.24,27.02,40.15,162.98,2565.83,2098.81
600985,0.29,5.4781,0.2379,2.6794,30015.63,1.4604,7.27,43.78,33.19,-12.85,25.24,26.05
600986,0.48,4.86,0.8069,2.9064,86888.64,0.8106,10.32,14.89,47.97,190.67,254.9,359.71
600987,0.147,5.0953,0.2384,0.1635,63531.0,3.544,2.93,27.08,17.26,6.35,1.9,0.15
600988,0.21,3.196,-0.1792,1.2884,71319.07,0.8896,6.9,32.05,35.81,41.53,57.16,68.13
600990,0.95,8.3441,1.797,3.0459,13670.2,3.7675,11.96,12.25,68.4,21.94,12.28,10.83
600992,0.0858,5.5463,0.4575,3.4288,24509.0,0.8611,1.56,16.31,37.61,-5.84,14.59,-3.03
600993,0.2,4.7018,0.1319,0.2525,43105.39,2.7521,4.37,52.16,14.45,-18.91,8.03,13.18
600995,0.33,3.3289,1.0133,0.3252,47852.64,1.6664,10.43,22.98,39.56,-6.02,54.49,261.97
600996,0.2954,3.5849,0.4241,1.536,104256.84,0.9625,16.84,47.47,51.83,0.0,0.0,0.0
600997,0.1284,5.5087,0.8427,1.6157,158779.99,2.1809,3.04,14.51,59.01,-7.89,0.0,0.0
600998,0.11,5.5727,-1.6182,2.4162,164702.69,2.0433,1.63,7.5,68.63,21.8,31.31,32.44
600999,0.8066,8.9301,-3.5741,4.1099,669940.93,2.1431,10.58,0.0,75.35,-53.76,-50.47,-50.72
601000,0.33,2.9742,0.334,0.7788,455840.66,1.0472,12.16,37.21,26.76,9.1,10.04,10.82
601001,0.15,3.0514,0.356,0.6726,167370.0,0.2566,5.16,48.44,62.66,-18.52,0.0,0.0
601002,0.028,2.9555,-0.1471,1.3906,79269.0,0.359,0.96,26.31,39.62,10.37,0.0,0.0
601003,0.0482,1.7808,0.6134,0.0813,256279.32,0.3246,2.75,5.24,78.36,-4.35,0.0,0.0
601005,-1.06,-0.0452,-0.1012,1.6128,443602.26,-2.7948,-284.59,-39.59,100.29,-47.13,0.0,0.0
601006,0.35,5.8902,0.1569,1.664,1486679.15,2.6088,5.8,16.62,25.13,-21.82,-54.01,-53.7
601007,0.139,4.6639,0.3873,1.3463,30000.0,2.0219,2.97,60.38,32.49,9.97,-21.61,-43.51
601008,0.007,3.1554,-0.0213,1.5906,101521.51,0.4306,0.23,25.28,52.55,-6.87,-83.53,-92.22
601009,1.33,8.5945,8.1085,2.5087,605871.99,2.5912,16.25,0.0,94.14,16.6,18.01,17.73
601010,0.14,2.2367,0.42,0.4541,184800.0,0.5928,6.24,18.99,38.01,-6.2,-1.82,-13.12
601011,0.07,3.1781,0.2429,1.5485,136750.0,0.5578,2.17,27.19,43.63,18.09,2.37,0.0
601012,0.7752,5.0567,0.2683,2.6975,199589.08,1.3445,21.77,27.48,47.35,93.89,197.36,185.04
601015,0.03,2.9732,0.1984,0.6934,93000.0,1.143,1.08,8.04,57.76,98.38,188.34,294.14
601016,0.0454,1.5082,0.5479,0.2821,415556.0,0.2019,3.0,44.99,60.59,4.11,-7.26,10.4
601018,0.17,2.6259,0.3589,0.6551,1317284.78,0.8078,6.82,24.87,36.96,-2.03,-12.99,-8.56
601020,0.04,2.9631,-0.2801,0.6879,52567.66,1.1191,1.35,73.7,38.84,70.94,0.0,0.0
601021,1.19,9.1477,2.5478,1.9349,80058.0,5.7753,13.74,12.8,62.72,4.15,-28.42,-68.63
601028,-0.38,2.9244,0.291,1.1545,78466.48,0.6076,-12.05,13.51,23.54,-25.5,-332.06,-115.07
601038,0.2245,4.8492,2.1018,2.1354,99590.0,1.2947,4.69,18.4,58.34,-8.12,65.06,174.05
601058,0.16,1.9758,0.5146,0.4197,229393.72,0.488,8.31,19.17,64.74,13.96,87.5,109.15
601069,0.199,2.68,0.4014,0.799,63600.0,0.7671,7.66,37.58,36.6,9.74,107.84,194.78
601088,1.142,15.7045,4.1168,3.7572,1988962.05,9.8939,7.51,39.51,33.54,3.42,40.68,54.7
601098,1.0,7.089,1.2053,2.4741,179600.0,3.2059,14.98,41.08,28.57,10.1,6.47,6.79
601099,-0.014,1.6916,0.4096,0.4105,681631.64,0.1471,-0.8,0.0,69.56,-14.18,-1374.26,-1381.97
601100,0.1,5.6587,-0.1101,3.3112,63000.0,1.1371,1.68,28.44,33.47,119.61,1381.65,0.0
601101,0.26,5.8435,0.3083,2.6957,119999.83,1.3184,4.58,38.6,44.55,49.18,0.0,0.0
601106,0.0009,1.409,-0.0056,1.2892,653800.0,-0.9113,0.04,21.61,69.9,205.62,0.0,0.0
601107,0.3424,4.3571,0.6922,0.603,305806.0,1.3015,8.1,26.9,61.84,-13.97,5.17,3.43
601111,0.4691,5.5132,2.3481,1.8087,1452481.52,2.3028,10.61,23.48,65.88,4.62,0.59,-2.71
601113,0.05,3.3526,0.1484,1.79,83305.0,0.4975,1.38,17.29,39.35,74.24,0.0,0.0
601116,0.0981,3.9966,0.3798,1.6251,41075.88,1.1131,2.49,22.65,40.68,-13.33,26.39,52.51
601117,0.36,5.5688,0.5743,1.1177,493300.0,3.3972,6.59,14.02,65.2,-16.46,-37.7,-39.96
601118,0.0036,2.0475,-0.1322,0.9633,393117.16,-0.0022,0.17,4.53,41.41,29.18,0.0,0.0
601126,0.36,4.733,0.186,1.7327,81317.2,1.7385,7.86,40.03,30.27,-5.04,-14.0,-19.76
601127,0.63,4.014,1.2839,1.216,89250.0,1.5996,15.93,19.34,76.94,53.42,37.91,51.78
601128,0.51,4.4332,3.0757,0.3131,222272.8,0.7417,11.91,0.0,91.98,28.16,7.71,7.1
601137,0.37,4.9822,0.5005,2.9935,62721.97,0.8355,7.19,12.76,32.25,29.75,113.45,93.61
601139,0.35,3.4869,0.6966,1.1845,221212.42,1.1669,10.42,25.45,53.26,6.8,17.03,18.92
601155,0.02,6.6033,-2.3221,1.1471,225898.42,4.543,0.28,38.87,85.69,77.95,0.0,0.0
601158,0.22,2.7944,0.4436,0.9574,480000.0,0.5901,8.03,37.59,33.47,-0.77,-31.16,-33.07
601163,0.2,9.9986,-0.6372,5.155,80000.0,2.8767,1.98,18.13,41.57,36.31,-2.63,-16.54
601166,2.1171,16.5576,0.7539,3.6119,2077419.08,8.32,14.11,0.0,94.02,5.61,6.7,5.96
601168,0.02,4.8401,-0.3681,2.2625,238300.0,1.2358,0.35,9.97,57.47,-0.42,0.0,0.0
601169,0.98,8.1221,-2.5718,1.7253,1520667.57,3.1233,12.7,0.0,93.0,10.07,5.79,5.97
601177,0.0182,4.0255,0.0899,2.1511,40006.0,0.7695,0.45,22.71,55.14,3.23,0.0,0.0
601179,0.22,3.7056,0.1316,2.256,512588.24,0.3649,6.07,29.37,42.01,6.27,24.77,28.69
601186,1.03,9.042,2.7348,2.9773,1357954.15,4.8676,11.55,9.21,80.42,4.79,10.71,11.6
601188,0.058,2.9124,0.1111,0.9284,131587.86,0.9048,2.0,61.34,31.0,1.94,2.31,12.08
601198,0.11,6.7855,0.5724,3.5396,275796.07,1.4001,1.63,0.0,73.23,6.79,8.46,7.57
601199,0.2608,2.5305,0.341,0.417,93520.62,1.002,10.59,54.66,44.32,38.8,31.86,35.03
601206,0.37,3.6052,-0.667,0.4175,20700.0,1.9807,10.89,29.76,61.18,21.75,21.67,23.05
601208,0.0639,3.5501,0.3606,1.856,62660.1,0.5703,1.79,21.26,26.94,17.4,-34.13,-41.92
601211,1.1358,10.0393,-7.7136,3.39,866500.0,3.645,10.64,0.0,73.1,-31.47,-37.32,-46.76
601212,0.0036,1.6914,-0.0315,0.5287,697296.59,0.4043,0.2,8.01,69.94,17.4,-45.35,35.83
601216,0.0633,1.684,-0.0077,0.027,843801.74,0.62,3.83,40.37,27.99,48.87,85.71,86.8
601218,0.1184,2.5675,0.3692,0.5942,99176.0,0.8418,4.61,26.98,32.07,-12.12,-8.72,-8.64
601222,0.08,4.7201,0.0535,2.5991,176409.18,1.0105,1.55,37.63,34.26,-2.34,28.14,58.01
601225,0.1,3.2626,0.4964,0.7389,1000000.0,1.2627,3.17,43.39,53.82,-25.0,0.0,0.0
601226,-0.0497,2.9611,-0.2738,1.0563,115500.0,0.7775,-1.67,7.34,55.08,-26.23,-460.13,-657.04
601228,0.1083,1.8648,0.2002,0.3002,619318.0,0.5077,6.9,25.49,45.8,7.13,-0.24,-5.38
601229,2.61,19.2806,28.4532,5.0385,600445.0,5.9194,14.35,0.0,93.38,3.77,10.04,10.23
601231,0.37,3.4628,0.7355,0.7302,217592.36,1.6046,11.27,10.78,51.07,-12.02,5.84,30.19
601233,1.03,8.9087,2.4681,4.4798,123193.63,3.0775,12.61,8.82,42.01,17.6,882.73,1236.38
601238,0.9725,6.7147,0.852,1.3568,646606.24,3.9484,15.39,19.95,45.38,67.98,48.57,53.76
601258,0.06,1.9493,0.1695,0.5543,667506.34,0.4008,3.03,9.72,81.52,17.09,61.9,0.0
601288,0.55,3.8126,2.2044,0.3041,32479411.7,1.5274,15.14,0.0,93.25,-5.62,1.86,0.14
601311,0.61,5.6969,-0.0272,1.2025,84839.58,3.3489,10.97,22.81,27.48,17.19,-15.45,-13.38
601313,0.4024,4.2548,0.1137,0.8804,39718.24,2.0068,9.8,31.49,37.7,-9.17,-29.29,-33.88
601318,3.5,20.9761,12.4629,6.7018,1828024.14,9.6242,17.4,0.0,91.28,14.91,15.11,14.15
601328,0.89,7.6656,6.5317,1.5269,7426272.66,1.356,12.22,0.0,92.47,-0.36,1.03,0.89
601333,0.16,3.9605,0.2317,1.6323,708353.7,0.9292,4.18,11.35,14.73,9.89,8.16,15.89
601336,1.58,18.9508,2.3494,7.6675,311954.66,7.8063,8.45,0.0,91.54,-7.75,-42.54,-39.32
601339,0.27,4.6624,0.6973,1.5728,150000.0,1.8626,5.79,18.56,35.06,7.26,44.57,88.29
601366,0.4205,4.9085,1.3528,2.0448,86050.05,1.5244,14.03,19.16,61.37,-2.79,7.01,2.49
601368,0.2773,3.6857,0.6611,1.2246,73581.09,1.2515,7.7,48.63,65.25,5.12,6.35,8.23
601369,0.13,3.6618,-0.1131,1.1201,163877.02,0.945,3.35,25.93,57.55,-15.02,-29.02,-69.44
601375,0.22,2.697,-0.6886,0.9793,392373.47,0.2271,8.89,0.0,71.41,-49.38,-48.87,-52.41
601377,0.31,4.7326,-4.8085,2.1608,669667.17,1.093,6.89,0.0,74.88,-34.24,-50.89,-49.96
601388,-0.003,1.0498,0.0235,0.0421,202540.0,0.0506,-0.31,9.43,49.29,-6.6,-136.45,0.0
601390,0.517,5.6204,2.3855,1.8127,2284430.15,2.4813,9.57,8.59,80.23,3.08,2.05,-3.23
601398,0.77,5.2853,0.6712,0.4265,35640625.71,2.6393,15.24,0.0,91.79,-3.12,0.4,0.55
601500,0.29,3.4853,0.2895,1.0211,72691.91,1.2538,9.15,16.73,31.83,4.55,6.46,3.96
601515,0.51,3.128,0.4796,0.0637,111200.0,1.7344,16.07,44.78,37.12,5.51,-23.54,-21.35
601518,0.04,2.2284,0.1043,0.2614,121320.0,0.8368,1.82,70.48,57.2,12.33,29.54,28.62
601519,-0.376,0.9838,-0.2648,0.5661,198770.0,-0.6127,-32.76,69.72,14.17,19.32,0.0,0.0
601555,0.5,6.7424,-2.0622,3.9213,300000.0,1.063,7.58,0.0,77.1,-31.99,-44.68,-45.0
601558,-0.51,0.1956,-0.0669,0.8843,603060.0,-1.7692,-113.68,15.06,87.19,-32.17,0.0,0.0
601566,0.28,8.0719,0.3694,4.4825,57463.72,1.9524,3.5,57.73,16.96,13.6,23.92,17.6
601567,0.07,4.9077,-0.0882,2.2634,141880.69,1.5036,1.41,30.81,38.29,16.68,43.7,42.05
601579,0.33,5.8332,0.6151,3.4817,49736.0,1.1721,7.14,43.19,20.95,14.62,24.43,26.62
601588,0.18,3.4632,0.6119,1.0837,336702.0,1.1399,5.25,31.87,80.96,36.79,-1.86,-4.72
601595,0.13,5.2937,0.203,2.1962,37350.0,1.8649,2.44,26.82,27.02,-7.9,-26.88,-28.86
601599,0.01,2.9921,-0.5964,1.4421,89406.84,0.532,0.34,13.77,48.17,36.57,20.33,-9.32
601600,0.02,2.4214,0.7729,1.2519,1490379.82,-0.3012,1.03,7.53,70.76,16.68,170.82,0.0
601601,1.33,14.5403,6.9672,7.365,906200.0,4.2785,9.1,0.0,86.8,8.01,-31.99,-31.59
601607,1.1887,11.7604,0.724,5.0423,268891.05,5.258,10.39,11.79,55.48,14.45,11.1,15.62
601608,-0.37,1.6369,-0.1645,0.4842,433941.93,-0.0065,-19.94,2.24,63.5,-6.2,-2656.07,0.0
601611,0.22,2.6825,-0.1992,0.4191,262500.0,1.2102,7.13,9.15,86.69,1.96,14.15,27.02
601616,-0.0894,2.5249,0.0486,1.435,93557.5,-0.0077,-3.42,21.61,16.04,-18.3,-375.3,-541.16
601618,0.2594,3.2254,0.8955,1.3028,2072361.92,0.7819,9.3,12.84,77.98,1.03,11.96,19.62
601628,0.66,10.4664,3.1522,1.9461,2826470.5,4.3361,6.16,0.0,88.59,7.51,-44.88,-44.51
601633,1.156,5.1817,0.968,0.1546,912726.9,3.526,24.73,24.46,48.7,29.7,30.92,35.31
601636,0.3206,2.3128,0.636,0.5626,260498.79,0.7499,14.99,29.34,51.28,34.66,387.39,644.19
